TimeStamp , Light , Light(RGB) , Temp(C) , Pressure(kPa) , Heading , MQ2 , A-TEMP , Sound , Humidity
2018-07-02 16:54:13 , 2355 , (78, 91, 98) , 28.194346337975368 , 98600.90696068908 , 26.56 , 0.348 , 2.434 , 4.667 , 4.736
2018-07-02 16:55:02 , 2347 , (78, 91, 98) , 28.387716928137525 , 98598.30622604661 , 24.89 , 0.354 , 2.452 , 4.46 , 4.787
2018-07-02 16:56:01 , 2352 , (78, 91, 98) , 28.57287882046169 , 98590.16529322059 , 25.35 , 0.351 , 2.461 , 4.553 , 4.808
2018-07-02 16:57:02 , 2351 , (78, 91, 98) , 28.38285225356376 , 98591.04812383151 , 26.55 , 0.348 , 2.461 , 4.691 , 4.787
2018-07-02 16:58:02 , 2297 , (78, 90, 99) , 28.703921399709362 , 98590.44534536733 , 24.95 , 0.348 , 2.464 , 4.553 , 4.808
2018-07-02 17:22:25 , 0 , (0, 0, 0) , 32.886145258335475 , 98495.95692697981 , 169.1 , 0.363 , 1.99 , 0.231 , 4.961
2018-07-02 17:23:01 , 65535 , (255, 255, 255) , 37.16953705148781 , 98621.4678028697 , 121.2 , 0.381 , 1.714 , 0.708 , 4.931
2018-07-02 17:24:02 , 65535 , (255, 255, 255) , 42.60597167523228 , 98622.82195738339 , 119.43 , 0.387 , 1.516 , 0.231 , 4.946
2018-07-02 17:25:01 , 65535 , (255, 255, 255) , 45.904864707036175 , 98635.47874524826 , 122.46 , 0.384 , 1.528 , 0.234 , 4.952
2018-07-02 17:26:02 , 65535 , (255, 255, 255) , 48.92653456146363 , 98640.94704626275 , 122.5 , 0.402 , 1.39 , 0.237 , 4.958
2018-07-02 17:27:01 , 65535 , (255, 255, 255) , 50.57183476443979 , 98645.76823902215 , 110.83 , 0.399 , 1.399 , 0.237 , 4.952
2018-07-02 17:28:02 , 65535 , (255, 255, 255) , 53.318434985179394 , 98645.98627550055 , 116.92 , 0.411 , 1.339 , 0.24 , 4.952
2018-07-02 17:29:01 , 65535 , (255, 255, 255) , 55.198621604205826 , 98641.87994072182 , 114.86 , 0.399 , 1.354 , 0.237 , 4.91
2018-07-02 17:30:02 , 65535 , (255, 255, 255) , 56.38113586461024 , 98647.84879245421 , 115.06 , 0.399 , 1.465 , 0.237 , 4.91
2018-07-02 17:31:02 , 65535 , (255, 255, 255) , 55.739996884761084 , 98649.8198318208 , 117.03 , 0.384 , 1.507 , 0.237 , 4.913
2018-07-02 17:32:02 , 65535 , (255, 255, 255) , 55.862567181505526 , 98652.20778704516 , 113.08 , 0.396 , 1.501 , 0.237 , 4.91
2018-07-02 17:33:02 , 65535 , (255, 255, 255) , 57.242788380250566 , 98644.11184488943 , 116.89 , 0.405 , 1.318 , 0.237 , 4.916
2018-07-02 17:34:02 , 65535 , (255, 255, 255) , 58.35263946371545 , 98641.9413051218 , 102.93 , 0.402 , 1.444 , 0.237 , 4.916
2018-07-02 17:35:02 , 65535 , (255, 255, 255) , 56.953846350396724 , 98625.30093230263 , 119.14 , 0.399 , 1.492 , 0.237 , 4.913
